Date,age_mos,Commune,Fokontany,Sex,year
09-Nov-19,8,Moramanga,Ambarilava,F,2019
09-Nov-19,18,Moramanga,Ambarilava,F,2019
09-Nov-19,18,Moramanga,Ambarilava,F,2019
09-Nov-19,6,Moramanga,Ambarilava,F,2019
09-Nov-19,24,Moramanga,Ambarilava,F,2019
09-Nov-19,5,Moramanga,Ambarilava,M,2019
09-Nov-19,5,Moramanga,Ambarilava,M,2019
12-Nov-19,36,Moramanga,Camp des marie,M,2019
12-Nov-19,48,Moramanga,Camp des marie,F,2019
12-Nov-19,24,Moramanga,Camp des marie,M,2019
12-Nov-19,12,Moramanga,Camp des marie,F,2019
12-Nov-19,36,Moramanga,Camp des marie,M,2019
12-Nov-19,12,Moramanga,Camp des marie,F,2019
12-Nov-19,4,Moramanga,Camp des marie,F,2019
12-Nov-19,48,Moramanga,Camp des marie,F,2019
12-Nov-19,12,Moramanga,Camp des marie,M,2019
12-Nov-19,24,Moramanga,Camp des marie,F,2019
12-Nov-19,8,Moramanga,Camp des marie,M,2019
12-Nov-19,8,Moramanga,Camp des marie,F,2019
12-Nov-19,48,Moramanga,Camp des marie,F,2019
12-Nov-19,60,Moramanga,Camp des marie,M,2019
12-Nov-19,36,Moramanga,Camp des marie,F,2019
12-Nov-19,12,Moramanga,Camp des marie,M,2019
12-Nov-19,4,Moramanga,Camp des marie,M,2019
12-Nov-19,4,Moramanga,Camp des marie,F,2019
12-Nov-19,24,Moramanga,Camp des marie,F,2019
12-Nov-19,12,Moramanga,Camp des marie,M,2019
12-Nov-19,9,Moramanga,Camp des marie,M,2019
12-Nov-19,36,Moramanga,Camp des marie,F,2019
12-Nov-19,8,Moramanga,Camp des marie,F,2019
12-Nov-19,4,Moramanga,Camp des marie,F,2019
12-Nov-19,8,Moramanga,Camp des marie,M,2019
12-Nov-19,12,Moramanga,Camp des marie,F,2019
12-Nov-19,4,Moramanga,Camp des marie,M,2019
12-Nov-19,12,Moramanga,Camp des marie,F,2019
12-Nov-19,60,Moramanga,Camp des marie,M,2019
12-Nov-19,84,Moramanga,Camp des marie,M,2019
12-Nov-19,24,Moramanga,Camp des marie,M,2019
12-Nov-19,4,Moramanga,Camp des marie,M,2019
12-Nov-19,4,Moramanga,Camp des marie,M,2019
12-Nov-19,48,Moramanga,Camp des marie,F,2019
12-Nov-19,5,Moramanga,Camp des marie,M,2019
12-Nov-19,5,Moramanga,Camp des marie,M,2019
16-Nov-19,72,Ambohibary,Antsirinala,M,2019
16-Nov-19,60,Ambohibary,Antsirinala,M,2019
16-Nov-19,36,Ambohibary,Antsirinala,M,2019
16-Nov-19,60,Ambohibary,Antsirinala,M,2019
16-Nov-19,120,Ambohibary,Antsirinala,M,2019
16-Nov-19,18,Ambohibary,Antsirinala,M,2019
16-Nov-19,12,Ambohibary,Antsirinala,M,2019
16-Nov-19,24,Ambohibary,Antsirinala,M,2019
16-Nov-19,48,Ambohibary,Antsirinala,F,2019
16-Nov-19,12,Ambohibary,Antsirinala,M,2019
16-Nov-19,24,Ambohibary,Antsirinala,M,2019
16-Nov-19,24,Ambohibary,Antsirinala,M,2019
16-Nov-19,24,Ambohibary,Antsirinala,M,2019
16-Nov-19,12,Ambohibary,Antsirinala,F,2019
16-Nov-19,24,Ambohibary,Antsirinala,M,2019
16-Nov-19,36,Ambohibary,Antsirinala,F,2019
16-Nov-19,6,Ambohibary,Antsirinala,F,2019
16-Nov-19,48,Ambohibary,Antsirinala,F,2019
16-Nov-19,36,Ambohibary,Antsirinala,F,2019
16-Nov-19,72,Ambohibary,Antsirinala,M,2019
16-Nov-19,24,Ambohibary,Antsirinala,M,2019
16-Nov-19,18,Ambohibary,Antsirinala,M,2019
16-Nov-19,4,Ambohibary,Antsirinala,F,2019
16-Nov-19,12,Ambohibary,Antsirinala,M,2019
16-Nov-19,60,Ambohibary,Antsirinala,F,2019
16-Nov-19,36,Ambohibary,Antsirinala,M,2019
16-Nov-19,5,Ambohibary,Antsirinala,F,2019
16-Nov-19,24,Ambohibary,Antsirinala,M,2019
16-Nov-19,36,Ambohibary,Antsirinala,M,2019
16-Nov-19,18,Ambohibary,Antsirinala,M,2019
16-Nov-19,4,Ambohibary,Antsirinala,M,2019
16-Nov-19,72,Ambohibary,Antsirinala,M,2019
16-Nov-19,24,Ambohibary,Antsirinala,F,2019
16-Nov-19,6,Ambohibary,Antsirinala,F,2019
16-Nov-19,18,Ambohibary,Antsirinala,M,2019
16-Nov-19,12,Ambohibary,Antsirinala,F,2019
16-Nov-19,24,Ambohibary,Antsirinala,M,2019
16-Nov-19,4,Ambohibary,Antsirinala,M,2019
16-Nov-19,8,Ambohibary,Antsirinala,M,2019
16-Nov-19,18,Ambohibary,Antsirinala,F,2019
16-Nov-19,10,Ambohibary,Antsirinala,M,2019
19-Nov-19,12,Ambohibary,Ampitambe,F,2019
19-Nov-19,18,Ambohibary,Ampitambe,F,2019
19-Nov-19,11,Ambohibary,Ampitambe,M,2019
19-Nov-19,11,Ambohibary,Ampitambe,M,2019
19-Nov-19,36,Ambohibary,Ampitambe,M,2019
19-Nov-19,36,Ambohibary,Ampitambe,F,2019
19-Nov-19,12,Ambohibary,Ampitambe,M,2019
19-Nov-19,36,Ambohibary,Ampitambe,F,2019
19-Nov-19,4,Ambohibary,Ampitambe,M,2019
19-Nov-19,12,Ambohibary,Ampitambe,M,2019
19-Nov-19,48,Ambohibary,Ampitambe,M,2019
19-Nov-19,4,Ambohibary,Ampitambe,M,2019
19-Nov-19,12,Ambohibary,Ampitambe,F,2019
19-Nov-19,10,Ambohibary,Ampitambe,M,2019
19-Nov-19,48,Ambohibary,Ampitambe,M,2019
19-Nov-19,10,Ambohibary,Ampitambe,M,2019
19-Nov-19,60,Ambohibary,Ampitambe,M,2019
19-Nov-19,84,Ambohibary,Ampitambe,M,2019
19-Nov-19,5,Ambohibary,Ampitambe,M,2019
19-Nov-19,36,Ambohibary,Ampitambe,F,2019
19-Nov-19,7,Ambohibary,Ampitambe,F,2019
19-Nov-19,7,Ambohibary,Ampitambe,F,2019
19-Nov-19,7,Ambohibary,Ampitambe,F,2019
19-Nov-19,24,Ambohibary,Ampitambe,M,2019
19-Nov-19,60,Ambohibary,Ampitambe,M,2019
19-Nov-19,24,Ambohibary,Ampitambe,M,2019
19-Nov-19,12,Ambohibary,Ampitambe,F,2019
19-Nov-19,12,Ambohibary,Ampitambe,M,2019
19-Nov-19,18,Ambohibary,Ampitambe,M,2019
19-Nov-19,18,Ambohibary,Ampitambe,F,2019
19-Nov-19,18,Ambohibary,Ampitambe,M,2019
19-Nov-19,48,Ambohibary,Ampitambe,M,2019
19-Nov-19,36,Ambohibary,Ampitambe,M,2019
19-Nov-19,36,Ambohibary,Ampitambe,M,2019
19-Nov-19,12,Ambohibary,Ampitambe,M,2019
19-Nov-19,5,Ambohibary,Ampitambe,F,2019
19-Nov-19,5,Ambohibary,Ampitambe,M,2019
19-Nov-19,36,Ambohibary,Ampitambe,M,2019
19-Nov-19,12,Ambohibary,Ampitambe,M,2019
19-Nov-19,4,Ambohibary,Ampitambe,F,2019
19-Nov-19,4,Ambohibary,Ampitambe,M,2019
20-Nov-19,24,Moramanga,Ambodiakondro,F,2019
20-Nov-19,18,Moramanga,Ambodiakondro,F,2019
20-Nov-19,36,Moramanga,Ambodiakondro,M,2019
20-Nov-19,12,Moramanga,Ambodiakondro,F,2019
20-Nov-19,60,Moramanga,Ambodiakondro,M,2019
20-Nov-19,4,Moramanga,Ambodiakondro,F,2019
20-Nov-19,48,Moramanga,Ambodiakondro,F,2019
20-Nov-19,3,Moramanga,Ambodiakondro,F,2019
20-Nov-19,6,Moramanga,Ambodiakondro,F,2019
20-Nov-19,3,Moramanga,Ambodiakondro,F,2019
20-Nov-19,12,Moramanga,Ambodiakondro,M,2019
20-Nov-19,24,Moramanga,Ambodiakondro,F,2019
20-Nov-19,24,Moramanga,Ambodiakondro,F,2019
20-Nov-19,36,Moramanga,Ambodiakondro,M,2019
20-Nov-19,60,Moramanga,Ambodiakondro,F,2019
20-Nov-19,24,Moramanga,Ambodiakondro,M,2019
20-Nov-19,24,Moramanga,Ambodiakondro,F,2019
20-Nov-19,24,Moramanga,Ambodiakondro,F,2019
20-Nov-19,12,Moramanga,Ambodiakondro,M,2019
20-Nov-19,12,Moramanga,Ambodiakondro,M,2019
20-Nov-19,24,Moramanga,Ambodiakondro,F,2019
20-Nov-19,18,Moramanga,Ambodiakondro,F,2019
20-Nov-19,18,Moramanga,Ambodiakondro,F,2019
20-Nov-19,24,Moramanga,Ambodiakondro,M,2019
20-Nov-19,36,Moramanga,Ambodiakondro,M,2019
20-Nov-19,36,Moramanga,Ambodiakondro,F,2019
20-Nov-19,60,Moramanga,Ambodiakondro,F,2019
20-Nov-19,48,Moramanga,Ambodiakondro,F,2019
20-Nov-19,60,Moramanga,Ambodiakondro,F,2019
20-Nov-19,24,Moramanga,Ambodiakondro,F,2019
20-Nov-19,36,Moramanga,Ambodiakondro,M,2019
20-Nov-19,12,Moramanga,Ambodiakondro,F,2019
20-Nov-19,12,Moramanga,Ambodiakondro,M,2019
20-Nov-19,60,Moramanga,Ambodiakondro,F,2019
20-Nov-19,24,Moramanga,Ambodiakondro,M,2019
20-Nov-19,36,Moramanga,Ambodiakondro,F,2019
20-Nov-19,36,Moramanga,Ambodiakondro,F,2019
20-Nov-19,24,Moramanga,Ambodiakondro,M,2019
20-Nov-19,24,Moramanga,Ambodiakondro,M,2019
20-Nov-19,11,Moramanga,Ambodiakondro,F,2019
21-Nov-19,96,Moramanga,Ambodiakondro,F,2019
21-Nov-19,8,Moramanga,Ambodiakondro,M,2019
21-Nov-19,36,Moramanga,Ambodiakondro,M,2019
21-Nov-19,24,Moramanga,Ambodiakondro,F,2019
21-Nov-19,24,Moramanga,Ambodiakondro,F,2019
21-Nov-19,4,Moramanga,Ambodiakondro,F,2019
21-Nov-19,12,Moramanga,Ambodiakondro,F,2019
21-Nov-19,12,Moramanga,Ambodiakondro,M,2019
21-Nov-19,72,Moramanga,Ambodiakondro,M,2019
21-Nov-19,72,Moramanga,Ambodiakondro,F,2019
21-Nov-19,72,Moramanga,Ambodiakondro,M,2019
21-Nov-19,36,Moramanga,Ambodiakondro,M,2019
21-Nov-19,7,Moramanga,Ambodiakondro,M,2019
21-Nov-19,60,Moramanga,Ambodiakondro,M,2019
21-Nov-19,11,Moramanga,Ambodiakondro,M,2019
21-Nov-19,24,Moramanga,Antanamandroso Ouest,M,2019
21-Nov-19,12,Moramanga,Antanamandroso Ouest,F,2019
21-Nov-19,60,Moramanga,Antanamandroso Ouest,F,2019
21-Nov-19,48,Moramanga,Antanamandroso Ouest,M,2019
21-Nov-19,36,Moramanga,Ambodiakondro,F,2019
21-Nov-19,36,Moramanga,Antanamandroso Ouest,M,2019
21-Nov-19,60,Moramanga,Antanamandroso Ouest,M,2019
21-Nov-19,5,Moramanga,Ambodiakondro,F,2019
21-Nov-19,5,Moramanga,Ambodiakondro,F,2019
21-Nov-19,5,Moramanga,Ambodiakondro,M,2019
21-Nov-19,24,Moramanga,Ambodiakondro,F,2019
21-Nov-19,6,Moramanga,Ambodiakondro,F,2019
21-Nov-19,NA,Moramanga,Ambodiakondro,F,2019
21-Nov-19,18,Moramanga,Antanamandroso Ouest,M,2019
21-Nov-19,24,Moramanga,Antanamandroso Ouest,F,2019
22-Nov-19,36,Ambohibary,Analalava,M,2019
23-Nov-19,4,Ambohibary,Antsirinala,M,2019
23-Nov-19,108,Ambohibary,Antsirinala,M,2019
23-Nov-19,12,Ambohibary,Antsirinala,F,2019
23-Nov-19,4,Ambohibary,Antsirinala,M,2019
23-Nov-19,4,Ambohibary,Antsirinala,M,2019
23-Nov-19,4,Ambohibary,Antsirinala,M,2019
23-Nov-19,12,Ambohibary,Antsirinala,M,2019
23-Nov-19,12,Ambohibary,Antsirinala,M,2019
23-Nov-19,6,Ambohibary,Antsirinala,M,2019
23-Nov-19,6,Ambohibary,Antsirinala,M,2019
23-Nov-19,4,Ambohibary,Antsirinala,M,2019
23-Nov-19,4,Ambohibary,Antsirinala,M,2019
24-Nov-19,10,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,10,Moramanga,Ambohitranjavidy,F,2019
24-Nov-19,36,Moramanga,Ambohitranjavidy,F,2019
24-Nov-19,24,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,6,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,6,Moramanga,Ambohitranjavidy,F,2019
24-Nov-19,24,Moramanga,Ambohitranjavidy,F,2019
24-Nov-19,7,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,72,Moramanga,Ambohitranjavidy,F,2019
24-Nov-19,4,Moramanga,Ambohitranjavidy,F,2019
24-Nov-19,4,Moramanga,Ambohitranjavidy,F,2019
24-Nov-19,60,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,96,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,96,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,12,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,24,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,12,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,24,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,6,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,6,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,10,Moramanga,Ambohitranjavidy,F,2019
24-Nov-19,12,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,24,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,12,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,10,Moramanga,Ambohitranjavidy,F,2019
24-Nov-19,4,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,7,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,9,Moramanga,Ambohitranjavidy,F,2019
24-Nov-19,36,Moramanga,Ambohitranjavidy,M,2019
24-Nov-19,10,Moramanga,Ambohitranjavidy,F,2019
30-Nov-19,24,Moramanga,Tanambao,M,2019
30-Nov-19,24,Moramanga,Tanambao,F,2019
23-Mar-20,36,Vodiriana,Fatakara,M,2019
23-Mar-20,12,Vodiriana,Fatakara,M,2019
23-Mar-20,36,Vodiriana,Fatakara,F,2019
23-Mar-20,5,Vodiriana,Fatakara,M,2019
23-Mar-20,5,Vodiriana,Fatakara,M,2019
23-Mar-20,84,Vodiriana,Fatakara,M,2019
23-Mar-20,60,Vodiriana,Fatakara,F,2019
23-Mar-20,24,Vodiriana,Fatakara,F,2019
23-Mar-20,24,Vodiriana,Fatakara,M,2019
23-Mar-20,36,Vodiriana,Fatakara,F,2019
23-Mar-20,12,Vodiriana,Fatakara,M,2019
23-Mar-20,36,Vodiriana,Fatakara,F,2019
23-Mar-20,12,Vodiriana,Fatakara,F,2019
23-Mar-20,24,Vodiriana,Fatakara,M,2019
23-Mar-20,36,Vodiriana,Fatakara,M,2019
23-Mar-20,5,Vodiriana,Fatakara,M,2019
23-Mar-20,7,Vodiriana,Fatakara,M,2019
23-Mar-20,18,Vodiriana,Fatakara,M,2019
23-Mar-20,48,Vodiriana,Fatakara,F,2019
23-Mar-20,84,Vodiriana,Fatakara,M,2019
23-Mar-20,60,Vodiriana,Fatakara,M,2019
23-Mar-20,36,Vodiriana,Fatakara,M,2019
23-Mar-20,36,Vodiriana,Fatakara,F,2019
23-Mar-20,48,Vodiriana,Fatakara,M,2019
23-Mar-20,60,Vodiriana,Fatakara,M,2019
23-Mar-20,7,Vodiriana,Fatakara,M,2019
23-Mar-20,60,Vodiriana,Fatakara,M,2019
23-Mar-20,84,Vodiriana,Fatakara,M,2019
23-Mar-20,60,Vodiriana,Fatakara,M,2019
23-Mar-20,24,Vodiriana,Fatakara,M,2019
23-Mar-20,24,Vodiriana,Vodirina,M,2019
23-Mar-20,18,Vodiriana,Vodirina,M,2019
23-Mar-20,60,Vodiriana,Vodirina,M,2019
23-Mar-20,12,Vodiriana,Vodirina,M,2019
23-Mar-20,48,Vodiriana,Vodirina,M,2019
23-Mar-20,NA,Vodiriana,Vodirina,M,2019
23-Mar-20,24,Vodiriana,Vodirina,M,2019
23-Mar-20,NA,Vodiriana,Vodirina,M,2019
23-Mar-20,12,Vodiriana,Vodirina,F,2019
23-Mar-20,72,Vodiriana,Vodirina,M,2019
23-Mar-20,4,Vodiriana,Vodirina,F,2019
23-Mar-20,12,Vodiriana,Vodirina,F,2019
23-Mar-20,24,Vodiriana,Vodirina,M,2019
23-Mar-20,24,Vodiriana,Vodirina,M,2019
23-Mar-20,36,Vodiriana,Vodirina,F,2019
23-Mar-20,18,Vodiriana,Vodirina,F,2019
23-Mar-20,12,Vodiriana,Vodirina,M,2019
23-Mar-20,12,Vodiriana,Vodirina,F,2019
23-Mar-20,12,Vodiriana,Vodirina,F,2019
23-Mar-20,48,Vodiriana,Vodirina,F,2019
23-Mar-20,24,Vodiriana,Vodirina,F,2019
23-Mar-20,24,Vodiriana,Vodirina,M,2019
23-Mar-20,12,Vodiriana,Vodirina,M,2019
23-Mar-20,60,Vodiriana,Vodirina,M,2019
23-Mar-20,36,Vodiriana,Vodirina,M,2019
23-Mar-20,12,Vodiriana,Vodirina,M,2019
23-Mar-20,96,Vodiriana,Vodirina,F,2019
23-Mar-20,108,Vodiriana,Vodirina,M,2019
23-Mar-20,24,Vodiriana,Berano,M,2019
23-Mar-20,12,Vodiriana,Berano,M,2019
23-Mar-20,3,Vodiriana,Berano,M,2019
23-Mar-20,36,Vodiriana,Berano,M,2019
23-Mar-20,4,Vodiriana,Berano,F,2019
23-Mar-20,3,Vodiriana,Berano,F,2019
23-Mar-20,12,Vodiriana,Berano,F,2019
23-Mar-20,12,Vodiriana,Berano,F,2019
23-Mar-20,36,Vodiriana,Berano,M,2019
23-Mar-20,12,Vodiriana,Berano,M,2019
23-Mar-20,72,Vodiriana,Berano,M,2019
23-Mar-20,24,Vodiriana,Berano,M,2019
23-Mar-20,36,Vodiriana,Berano,F,2019
23-Mar-20,24,Vodiriana,Berano,F,2019
23-Mar-20,5,Vodiriana,Berano,M,2019
23-Mar-20,36,Vodiriana,Berano,M,2019
23-Mar-20,30,Vodiriana,Berano,M,2019
23-Mar-20,60,Vodiriana,Berano,M,2019
23-Mar-20,3,Vodiriana,Berano,M,2019
23-Mar-20,48,Vodiriana,Berano,F,2019
23-Mar-20,12,Vodiriana,Berano,F,2019
23-Mar-20,9,Vodiriana,Berano,F,2019
23-Mar-20,108,Vodiriana,Berano,F,2019
23-Mar-20,NA,Vodiriana,Berano,F,2019
23-Mar-20,12,Vodiriana,Berano,M,2019
23-Mar-20,5,Vodiriana,Berano,F,2019
23-Mar-20,12,Vodiriana,Vodirina,F,2019
23-Mar-20,5,Vodiriana,Vodirina,M,2019
23-Mar-20,4,Vodiriana,Berano,F,2019
23-Mar-20,84,Vodiriana,Berano,M,2019
23-Mar-20,72,Vodiriana,Berano,F,2019
23-Mar-20,12,Vodiriana,Berano,M,2019
23-Mar-20,4,Vodiriana,Berano,M,2019
23-Mar-20,12,Vodiriana,Berano,M,2019
23-Mar-20,12,Vodiriana,Berano,F,2019
23-Mar-20,48,Vodiriana,Berano,M,2019
23-Mar-20,120,Vodiriana,Berano,M,2019
23-Mar-20,NA,Vodiriana,Berano,M,2019
23-Mar-20,NA,Vodiriana,Berano,M,2019
23-Mar-20,24,Vodiriana,Berano,M,2019
23-Mar-20,12,Vodiriana,Berano,M,2019
23-Mar-20,36,Vodiriana,Berano,M,2019
23-Mar-20,36,Vodiriana,Berano,M,2019
23-Mar-20,12,Vodiriana,Berano,F,2019
23-Mar-20,12,Vodiriana,Berano,F,2019
23-Mar-20,48,Vodiriana,Berano,M,2019
23-Mar-20,24,Vodiriana,Berano,M,2019
23-Mar-20,36,Vodiriana,Berano,M,2019
23-Mar-20,3,Vodiriana,Berano,M,2019
23-Mar-20,3,Vodiriana,Berano,M,2019
23-Mar-20,24,Vodiriana,Berano,F,2019
23-Mar-20,12,Vodiriana,Berano,F,2019
24-Mar-20,24,Vodiriana,Fatakana,M,2019
24-Mar-20,24,Vodiriana,Fatakana,F,2019
24-Mar-20,24,Vodiriana,Andranobe,M,2019
24-Mar-20,12,Vodiriana,Andranobe,M,2019
24-Mar-20,24,Vodiriana,Andranobe,M,2019
24-Mar-20,48,Vodiriana,Andranobe,F,2019
24-Mar-20,24,Vodiriana,Andranobe,M,2019
24-Mar-20,36,Vodiriana,Andranobe,F,2019
24-Mar-20,108,Vodiriana,Andranobe,M,2019
24-Mar-20,12,Vodiriana,Andranobe,M,2019
25-Mar-20,72,Vodiriana,Ambohimilatsara,F,2019
25-Mar-20,36,Vodiriana,Ambohimilatsara,F,2019
25-Mar-20,12,Vodiriana,Ambohimilatsara,M,2019
25-Mar-20,12,Vodiriana,Ambohimilatsara,M,2019
25-Mar-20,36,Vodiriana,Ambohimilatsara,F,2019
25-Mar-20,5,Vodiriana,Ambohimilatsara,F,2019
25-Mar-20,24,Vodiriana,Ambohimilatsara,M,2019
25-Mar-20,6,Vodiriana,Ambohimilatsara,F,2019
25-Mar-20,36,Vodiriana,Ambohimilatsara,M,2019
25-Mar-20,36,Vodiriana,Ambohimilatsara,F,2019
25-Mar-20,3,Vodiriana,Ambohimilatsara,M,2019
25-Mar-20,3,Vodiriana,Ambohimilatsara,M,2019
25-Mar-20,84,Vodiriana,Ambohimilatsara,M,2019
25-Mar-20,48,Vodiriana,Ambohimilatsara,M,2019
25-Mar-20,36,Vodiriana,Ambohimilatsara,M,2019
25-Mar-20,12,Vodiriana,Ambohimilatsara,M,2019
25-Mar-20,24,Vodiriana,Ambohimilatsara,M,2019
25-Mar-20,8,Vodiriana,Andreba,M,2019
25-Mar-20,24,Vodiriana,Andreba,M,2019
25-Mar-20,24,Vodiriana,Andreba,M,2019
25-Mar-20,4,Vodiriana,Andreba,M,2019
25-Mar-20,36,Vodiriana,Andreba,F,2019
25-Mar-20,12,Vodiriana,Andreba,F,2019
25-Mar-20,24,Vodiriana,Andreba,M,2019
25-Mar-20,4,Vodiriana,Andreba,F,2019
25-Mar-20,12,Vodiriana,Andreba,M,2019
25-Mar-20,12,Vodiriana,Andreba,F,2019
25-Mar-20,36,Vodiriana,Andreba,F,2019
25-Mar-20,36,Vodiriana,Andreba,F,2019
25-Mar-20,48,Vodiriana,Andreba,M,2019
25-Mar-20,12,Vodiriana,Andreba,M,2019
25-Mar-20,36,Vodiriana,Andreba,M,2019
25-Mar-20,36,Vodiriana,Andreba,M,2019
25-Mar-20,12,Vodiriana,Andreba,F,2019
25-Mar-20,6,Vodiriana,Andreba,M,2019
25-Mar-20,24,Vodiriana,Andreba,F,2019
25-Mar-20,48,Vodiriana,Andreba,M,2019
25-Mar-20,24,Vodiriana,Andreba,F,2019
25-Mar-20,6,Vodiriana,Andreba,M,2019
25-Mar-20,36,Vodiriana,Andreba,M,2019
25-Mar-20,12,Vodiriana,Andreba,F,2019
25-Mar-20,72,Vodiriana,Andreba,M,2019
25-Mar-20,54,Vodiriana,Andreba,M,2019
25-Mar-20,24,Vodiriana,Andreba,M,2019
25-Mar-20,72,Vodiriana,Andreba,M,2019
25-Mar-20,48,Vodiriana,Andreba,F,2019
25-Mar-20,4,Vodiriana,Andreba,M,2019
25-Mar-20,4,Vodiriana,Andreba,M,2019
25-Mar-20,24,Vodiriana,Andreba,F,2019
25-Mar-20,12,Vodiriana,Andreba,F,2019
25-Mar-20,4,Vodiriana,Andreba,M,2019
25-Mar-20,12,Vodiriana,Antananjaza,M,2019
25-Mar-20,24,Vodiriana,Antananjaza,M,2019
25-Mar-20,48,Vodiriana,Antananjaza,M,2019
25-Mar-20,24,Vodiriana,Antananjaza,F,2019
25-Mar-20,36,Vodiriana,Andreba,M,2019
25-Mar-20,60,Vodiriana,Antananjaza,M,2019
25-Mar-20,12,Vodiriana,Antananjaza,F,2019
25-Mar-20,24,Vodiriana,Antananjaza,M,2019
25-Mar-20,48,Vodiriana,Antananjaza,M,2019
25-Mar-20,36,Vodiriana,Antananjaza,M,2019
25-Mar-20,NA,Vodiriana,Antananjaza,M,2019
25-Mar-20,72,Vodiriana,Antananjaza,M,2019
25-Mar-20,24,Vodiriana,Antananjaza,F,2019
25-Mar-20,24,Vodiriana,Antananjaza,M,2019
25-Mar-20,12,Vodiriana,Antananjaza,F,2019
25-Mar-20,60,Vodiriana,Antananjaza,F,2019
25-Mar-20,72,Vodiriana,Antananjaza,M,2019
25-Mar-20,4,Vodiriana,Antananjaza,F,2019
25-Mar-20,12,Vodiriana,Antananjaza,F,2019
25-Mar-20,24,Vodiriana,Antananjaza,M,2019
25-Mar-20,12,Vodiriana,Antananjaza,F,2019
25-Mar-20,24,Vodiriana,Antananjaza,M,2019
25-Mar-20,12,Vodiriana,Antananjaza,M,2019
25-Mar-20,36,Vodiriana,Antananjaza,M,2019
25-Mar-20,24,Vodiriana,Antananjaza,M,2019
25-Mar-20,24,Vodiriana,Antananjaza,M,2019
25-Mar-20,48,Vodiriana,Antananjaza,M,2019
25-Mar-20,24,Vodiriana,Antananjaza,F,2019
25-Mar-20,36,Vodiriana,Antananjaza,M,2019
25-Mar-20,12,Vodiriana,Antananjaza,F,2019
25-Mar-20,48,Vodiriana,Antananjaza,M,2019
25-Mar-20,24,Vodiriana,Antananjaza,M,2019
25-Mar-20,36,Vodiriana,Antananjaza,M,2019
25-Mar-20,24,Vodiriana,Antananjaza,F,2019
25-Mar-20,12,Vodiriana,Antananjaza,F,2019
25-Mar-20,120,Vodiriana,Antananjaza,F,2019
25-Mar-20,24,Vodiriana,Antananjaza,F,2019
25-Mar-20,24,Vodiriana,Antananjaza,M,2019
25-Mar-20,36,Vodiriana,Antananjaza,M,2019
25-Mar-20,72,Vodiriana,Antananjaza,M,2019
25-Mar-20,12,Vodiriana,Antananjaza,M,2019
25-Mar-20,12,Vodiriana,Antananjaza,F,2019
25-Mar-20,24,Vodiriana,Antananjaza,M,2019
25-Mar-20,36,Vodiriana,Antananjaza,F,2019
25-Mar-20,24,Vodiriana,Antananjaza,M,2019
25-Mar-20,NA,Vodiriana,Antananjaza,M,2019
25-Mar-20,NA,Vodiriana,Antananjaza,M,2019
25-Mar-20,NA,Vodiriana,Antananjaza,M,2019
25-Mar-20,24,Vodiriana,Antananjaza,M,2019
25-Mar-20,24,Vodiriana,Antananjaza,F,2019
25-Mar-20,12,Vodiriana,Antananjaza,M,2019
25-Mar-20,36,Vodiriana,Antananjaza,M,2019
25-Mar-20,6,Vodiriana,Andreba,M,2019
25-Mar-20,6,Vodiriana,Andreba,M,2019
25-Mar-20,36,Vodiriana,Andreba,M,2019
25-Mar-20,12,Vodiriana,Andreba,F,2019
25-Mar-20,24,Vodiriana,Andreba,M,2019
25-Mar-20,12,Vodiriana,Andreba,M,2019
25-Mar-20,12,Vodiriana,Andreba,F,2019
25-Mar-20,36,Vodiriana,Andreba,M,2019
26-Mar-20,4,Antanandava,Tanambao,F,2019
26-Mar-20,12,Antanandava,Tanambao,M,2019
26-Mar-20,12,Antanandava,Tanambao,F,2019
26-Mar-20,36,Antanandava,Tanambao,F,2019
26-Mar-20,132,Antanandava,Tanambao,M,2019
26-Mar-20,60,Antanandava,Tanambao,M,2019
26-Mar-20,6,Antanandava,Tanambao,M,2019
26-Mar-20,4,Antanandava,Tanambao,M,2019
26-Mar-20,24,Antanandava,Tanambao,M,2019
26-Mar-20,24,Antanandava,Tanambao,M,2019
26-Mar-20,24,Antanandava,Tanambao,M,2019
26-Mar-20,24,Antanandava,Tanambao,M,2019
26-Mar-20,48,Antanandava,Tanambao,F,2019
26-Mar-20,12,Antanandava,Tanambao,F,2019
26-Mar-20,12,Antanandava,Tanambao,F,2019
