Date,age_mos,Commune,Fokontany,Sex,year
26-Mar-20,36,Antanandava,Tanambao,F,2019
26-Mar-20,72,Antanandava,Tanambao,F,2019
26-Mar-20,60,Antanandava,Tanambao,M,2019
26-Mar-20,4,Antanandava,Tanambao,F,2019
26-Mar-20,156,Antanandava,Tanambao,M,2019
26-Mar-20,24,Antanandava,Tanambao,M,2019
26-Mar-20,24,Antanandava,Tanandava,F,2019
26-Mar-20,24,Antanandava,Tanandava,F,2019
26-Mar-20,48,Antanandava,Tanandava,M,2019
26-Mar-20,24,Antanandava,Tanandava,M,2019
26-Mar-20,12,Antanandava,Tanandava,F,2019
26-Mar-20,84,Antanandava,Tanandava,M,2019
26-Mar-20,24,Antanandava,Tanandava,M,2019
26-Mar-20,36,Antanandava,Tanandava,F,2019
26-Mar-20,24,Antanandava,Tanandava,M,2019
26-Mar-20,24,Antanandava,Tanandava,M,2019
26-Mar-20,24,Antanandava,Tanandava,F,2019
26-Mar-20,36,Antanandava,Tanandava,M,2019
26-Mar-20,6,Antanandava,Tanandava,M,2019
26-Mar-20,24,Antanandava,Tanandava,M,2019
26-Mar-20,60,Antanandava,Tanandava,F,2019
26-Mar-20,12,Antanandava,Tanandava,M,2019
26-Mar-20,12,Antanandava,Tanandava,M,2019
26-Mar-20,6,Antanandava,Tanandava,M,2019
26-Mar-20,24,Antanandava,Tanandava,M,2019
26-Mar-20,60,Antanandava,Tanandava,M,2019
26-Mar-20,12,Antanandava,Ivongo,M,2019
26-Mar-20,12,Antanandava,Ivongo,F,2019
26-Mar-20,24,Antanandava,Ivongo,M,2019
26-Mar-20,12,Antanandava,Ivongo,M,2019
26-Mar-20,4,Antanandava,Ivongo,F,2019
26-Mar-20,12,Antanandava,Ivongo,F,2019
26-Mar-20,12,Antanandava,Ivongo,F,2019
26-Mar-20,24,Antanandava,Ivongo,F,2019
26-Mar-20,6,Antanandava,Ivongo,F,2019
26-Mar-20,12,Antanandava,Ivongo,M,2019
26-Mar-20,24,Antanandava,Ivongo,F,2019
26-Mar-20,48,Antanandava,Ivongo,M,2019
26-Mar-20,24,Antanandava,Ivongo,M,2019
26-Mar-20,24,Antanandava,Ivongo,M,2019
26-Mar-20,24,Antanandava,Ivongo,M,2019
26-Mar-20,84,Antanandava,Tanandava,F,2019
26-Mar-20,24,Antanandava,Tanandava,M,2019
26-Mar-20,24,Antanandava,Tanandava,M,2019
26-Mar-20,120,Antanandava,Tanandava,M,2019
26-Mar-20,6,Antanandava,Ambolomborona,F,2019
26-Mar-20,24,Antanandava,Ambolomborona,F,2019
26-Mar-20,48,Antanandava,Ambolomborona,M,2019
26-Mar-20,24,Antanandava,Ambolomborona,F,2019
26-Mar-20,36,Antanandava,Ambolomborona,M,2019
26-Mar-20,60,Antanandava,Ambolomborona,F,2019
26-Mar-20,24,Antanandava,Ambolomborona,F,2019
26-Mar-20,6,Antanandava,Ambolomborona,F,2019
26-Mar-20,36,Antanandava,Ambolomborona,M,2019
26-Mar-20,5,Antanandava,Ambolomborona,M,2019
26-Mar-20,7,Antanandava,Ambolomborona,M,2019
26-Mar-20,36,Antanandava,Ambolomborona,F,2019
26-Mar-20,24,Antanandava,Ambolomborona,M,2019
26-Mar-20,6,Antanandava,Ivongo,F,2019
26-Mar-20,36,Antanandava,Ivongo,M,2019
26-Mar-20,24,Antanandava,Ivongo,F,2019
26-Mar-20,36,Antanandava,Ivongo,M,2019
26-Mar-20,12,Antanandava,Ivongo,F,2019
26-Mar-20,48,Antanandava,Ivongo,M,2019
26-Mar-20,4,Antanandava,Ivongo,M,2019
27-Mar-20,24,Antanandava,Andorotelo,M,2019
27-Mar-20,36,Antanandava,Andorotelo,M,2019
27-Mar-20,36,Antanandava,Andorotelo,M,2019
27-Mar-20,24,Antanandava,Andorotelo,M,2019
27-Mar-20,24,Antanandava,Andorotelo,M,2019
27-Mar-20,3,Antanandava,Tsarafangitra,M,2019
27-Mar-20,12,Antanandava,Tsarafangitra,M,2019
27-Mar-20,12,Antanandava,Tsarafangitra,F,2019
27-Mar-20,60,Antanandava,Ambodinivongo,M,2019
27-Mar-20,12,Antanandava,Ambodiakondro,M,2019
27-Mar-20,12,Antanandava,Ambodiakondro,M,2019
27-Mar-20,6,Antanandava,Ambodinivongo,M,2019
27-Mar-20,4,Antanandava,Ambodinivongo,M,2019
27-Mar-20,24,Antanandava,Ambodiakondro,M,2019
27-Mar-20,72,Antanandava,Ambodiakondro,M,2019
27-Mar-20,24,Antanandava,Ambodiakondro,M,2019
27-Mar-20,72,Antanandava,Ambodiakondro,M,2019
27-Mar-20,12,Antanandava,Ambodiakondro,M,2019
27-Mar-20,36,Antanandava,Ambodiakondro,M,2019
27-Mar-20,168,Antanandava,Ambodiakondro,M,2019
27-Mar-20,24,Antanandava,Ambodiakondro,M,2019
27-Mar-20,4,Antanandava,Ambodiakondro,F,2019
27-Mar-20,6,Antanandava,Ambodiakondro,M,2019
27-Mar-20,120,Antanandava,Ambodiakondro,M,2019
27-Mar-20,72,Antanandava,Ambodiakondro,M,2019
27-Mar-20,12,Antanandava,Ambodiakondro,M,2019
27-Mar-20,36,Antanandava,Ambodiakondro,F,2019
27-Mar-20,36,Antanandava,Ambodiakondro,M,2019
27-Mar-20,36,Antanandava,Ambodiakondro,F,2019
27-Mar-20,12,Antanandava,Ambodiakondro,M,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,12,Antanandava,Andakakely,M,2019
27-Mar-20,36,Antanandava,Andakakely,F,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,36,Antanandava,Andakakely,M,2019
27-Mar-20,36,Antanandava,Andakakely,F,2019
27-Mar-20,36,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,4,Antanandava,Andakakely,M,2019
27-Mar-20,60,Antanandava,Andakakely,M,2019
27-Mar-20,48,Antanandava,Andakakely,M,2019
27-Mar-20,12,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,48,Antanandava,Andakakely,F,2019
27-Mar-20,24,Antanandava,Andakakely,F,2019
27-Mar-20,36,Antanandava,Andakakely,M,2019
27-Mar-20,6,Antanandava,Andakakely,F,2019
27-Mar-20,36,Antanandava,Andakakely,M,2019
27-Mar-20,36,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,F,2019
27-Mar-20,6,Antanandava,Andakakely,F,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,6,Antanandava,Andakakely,F,2019
27-Mar-20,12,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,F,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,36,Antanandava,Andakakely,M,2019
27-Mar-20,6,Antanandava,Andakakely,F,2019
27-Mar-20,12,Antanandava,Andakakely,F,2019
27-Mar-20,24,Antanandava,Andakakely,F,2019
27-Mar-20,4,Antanandava,Andakakely,F,2019
27-Mar-20,48,Antanandava,Andakakely,F,2019
27-Mar-20,12,Antanandava,Andakakely,M,2019
27-Mar-20,48,Antanandava,Andakakely,F,2019
27-Mar-20,4,Antanandava,Andakakely,M,2019
27-Mar-20,48,Antanandava,Andakakely,F,2019
27-Mar-20,12,Antanandava,Andakakely,F,2019
27-Mar-20,4,Antanandava,Andakakely,M,2019
27-Mar-20,4,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,F,2019
27-Mar-20,48,Antanandava,Andakakely,F,2019
27-Mar-20,12,Antanandava,Andakakely,F,2019
27-Mar-20,12,Antanandava,Andakakely,M,2019
27-Mar-20,8,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,48,Antanandava,Andakakely,F,2019
27-Mar-20,60,Antanandava,Andakakely,M,2019
27-Mar-20,NA,Antanandava,Andakakely,F,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,12,Antanandava,Andakakely,M,2019
27-Mar-20,12,Antanandava,Andakakely,F,2019
27-Mar-20,48,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,F,2019
27-Mar-20,4,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,36,Antanandava,Andakakely,M,2019
27-Mar-20,48,Antanandava,Andakakely,M,2019
27-Mar-20,48,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,F,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,36,Antanandava,Andakakely,F,2019
27-Mar-20,24,Antanandava,Andakakely,F,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,48,Antanandava,Andakakely,M,2019
27-Mar-20,12,Antanandava,Andakakely,F,2019
27-Mar-20,24,Antanandava,Andakakely,F,2019
27-Mar-20,48,Antanandava,Andakakely,F,2019
27-Mar-20,84,Antanandava,Andakakely,M,2019
27-Mar-20,12,Antanandava,Andakakely,F,2019
27-Mar-20,36,Antanandava,Andakakely,M,2019
27-Mar-20,7,Antanandava,Andakakely,M,2019
27-Mar-20,72,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,F,2019
27-Mar-20,60,Antanandava,Andakakely,M,2019
27-Mar-20,48,Antanandava,Andakakely,F,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,36,Antanandava,Andakakely,M,2019
27-Mar-20,72,Antanandava,Andakakely,F,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
27-Mar-20,12,Antanandava,Andakakely,M,2019
27-Mar-20,7,Antanandava,Andakakely,F,2019
27-Mar-20,3,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,F,2019
27-Mar-20,12,Antanandava,Andakakely,F,2019
27-Mar-20,4,Antanandava,Andakakely,M,2019
27-Mar-20,24,Antanandava,Andakakely,M,2019
28-Mar-20,120,Antanandava,Tsarafangitra,M,2019
28-Mar-20,6,Antanandava,Tsarafangitra,F,2019
28-Mar-20,48,Antanandava,Tsarafangitra,M,2019
28-Mar-20,36,Antanandava,Tsarafangitra,M,2019
28-Mar-20,60,Antanandava,Tsarafangitra,M,2019
28-Mar-20,12,Antanandava,Tsarafangitra,M,2019
28-Mar-20,48,Antanandava,Tsarafangitra,M,2019
28-Mar-20,24,Antanandava,Tsarafangitra,M,2019
28-Mar-20,12,Antanandava,Tsarafangitra,M,2019
28-Mar-20,6,Antanandava,Tsarafangitra,M,2019
28-Mar-20,36,Antanandava,Tsarafangitra,F,2019
28-Mar-20,12,Antanandava,Tsarafangitra,M,2019
28-Mar-20,120,Antanandava,Tsarafangitra,M,2019
28-Mar-20,6,Antanandava,Tsarafangitra,F,2019
28-Mar-20,24,Antanandava,Tsarafangitra,M,2019
28-Mar-20,4,Antanandava,Tsarafangitra,M,2019
28-Mar-20,48,Antanandava,Tsarafangitra,M,2019
28-Mar-20,36,Antanandava,Tsarafangitra,F,2019
28-Mar-20,48,Antanandava,Tsarafangitra,M,2019
28-Mar-20,60,Antanandava,Ampasipotsy,M,2019
28-Mar-20,12,Antanandava,Ampasipotsy,F,2019
28-Mar-20,12,Antanandava,Ampasipotsy,F,2019
28-Mar-20,60,Antanandava,Ampasipotsy,M,2019
28-Mar-20,24,Antanandava,Ampasipotsy,M,2019
28-Mar-20,24,Antanandava,Ampasipotsy,M,2019
28-Mar-20,12,Antanandava,Ampasipotsy,F,2019
28-Mar-20,84,Antanandava,Ampasipotsy,M,2019
28-Mar-20,36,Antanandava,Ampasipotsy,M,2019
28-Mar-20,72,Antanandava,Ampasipotsy,M,2019
28-Mar-20,4,Antanandava,Ampasipotsy,M,2019
28-Mar-20,48,Antanandava,Ampasipotsy,M,2019
28-Mar-20,24,Antanandava,Ampasipotsy,M,2019
28-Mar-20,6,Antanandava,Ampasipotsy,M,2019
28-Mar-20,4,Antanandava,Ampasipotsy,F,2019
28-Mar-20,36,Antanandava,Ampasipotsy,M,2019
28-Mar-20,48,Antanandava,Ampasipotsy,F,2019
28-Mar-20,48,Antanandava,Ampasipotsy,M,2019
28-Mar-20,24,Antanandava,Ampasipotsy,M,2019
28-Mar-20,84,Antanandava,Ampasipotsy,M,2019
28-Mar-20,24,Antanandava,Ampasipotsy,M,2019
28-Mar-20,3,Antanandava,Ampasipotsy,F,2019
28-Mar-20,48,Antanandava,Ampasipotsy,M,2019
28-Mar-20,48,Antanandava,Ampasipotsy,M,2019
28-Mar-20,24,Antanandava,Ampasipotsy,M,2019
28-Mar-20,12,Antanandava,Andombotelo,F,2019
28-Mar-20,60,Antanandava,Andombotelo,F,2019
28-Mar-20,24,Antanandava,Andombotelo,F,2019
28-Mar-20,NA,Antanandava,Andobotelo,M,2019
16-Apr-20,5,Belavabary,Ambohimandroso,M,2019
16-Apr-20,10,Belavabary,Ambohimandroso,F,2019
16-Apr-20,36,Belavabary,Ambohimandroso,M,2019
16-Apr-20,8,Belavabary,Ambohimandroso,M,2019
16-Apr-20,12,Belavabary,Ambohimandroso,M,2019
16-Apr-20,12,Belavabary,Ambohimandroso,M,2019
16-Apr-20,36,Belavabary,Ambohimandroso,M,2019
16-Apr-20,36,Belavabary,Ambohimandroso,M,2019
16-Apr-20,13,Belavabary,Ambohimandroso,M,2019
16-Apr-20,12,Belavabary,Ambohimandroso,M,2019
16-Apr-20,18,Belavabary,Ambohimandroso,M,2019
16-Apr-20,24,Belavabary,Ambohimandroso,M,2019
16-Apr-20,6,Belavabary,Ambohimandroso,M,2019
16-Apr-20,12,Belavabary,Ambohimandroso,M,2019
16-Apr-20,12,Belavabary,Ambohimandroso,M,2019
16-Apr-20,14,Belavabary,Ambohimandroso,M,2019
16-Apr-20,9,Belavabary,Ambohimandroso,M,2019
16-Apr-20,9,Belavabary,Ambohimandroso,M,2019
16-Apr-20,9,Belavabary,Ambohimandroso,M,2019
17-Apr-20,24,Ambohidronono,Ambodirano,F,2019
17-Apr-20,48,Ambohidronono,Ambodirano,M,2019
17-Apr-20,48,Ambohidronono,Ambodirano,M,2019
17-Apr-20,36,Ambohidronono,Ambodirano,M,2019
17-Apr-20,48,Ambohidronono,Ambodirano,M,2019
17-Apr-20,48,Ambohidronono,Ambodirano,M,2019
17-Apr-20,48,Ambohidronono,Ambodirano,M,2019
17-Apr-20,24,Ambohidronono,Ambodirano,F,2019
17-Apr-20,36,Ambohidronono,Ambodirano,M,2019
17-Apr-20,24,Ambohidronono,Ambodirano,M,2019
17-Apr-20,48,Ambohidronono,Ambodirano,M,2019
17-Apr-20,12,Ambohidronono,Ambodirano,M,2019
17-Apr-20,48,Ambohidronono,Ambodirano,M,2019
17-Apr-20,72,Ambohidronono,Ambodirano,M,2019
17-Apr-20,60,Ambohidronono,Ambodirano,M,2019
17-Apr-20,36,Ambohidronono,Ambodirano,M,2019
17-Apr-20,24,Ambohidronono,Ambodirano,F,2019
17-Apr-20,36,Ambohidronono,Ambodirano,M,2019
17-Apr-20,12,Ambohidronono,Ambodirano,F,2019
17-Apr-20,36,Ambohidronono,Ambodirano,F,2019
17-Apr-20,84,Ambohidronono,Ambodirano,F,2019
17-Apr-20,36,Ambohidronono,Ambodirano,M,2019
17-Apr-20,24,Ambohidronono,Ambodirano,M,2019
17-Apr-20,48,Ambohidronono,Ambodirano,M,2019
17-Apr-20,4,Ambohibary,Ampitambe,M,2019
17-Apr-20,4,Ambohibary,Ampitambe,M,2019
17-Apr-20,6,Ambohibary,Befotsy,M,2019
17-Apr-20,6,Ambohibary,Befotsy,M,2019
17-Apr-20,12,Ambohibary,Befotsy,M,2019
17-Apr-20,12,Ambohibary,Befotsy,M,2019
17-Apr-20,7,Ambohibary,Befotsy,M,2019
17-Apr-20,24,Ambohibary,Befotsy,F,2019
17-Apr-20,60,Ambohibary,Befotsy,F,2019
17-Apr-20,12,Ambohibary,Befotsy,F,2019
17-Apr-20,5,Ambohibary,Befotsy,F,2019
17-Apr-20,24,Ambohibary,Befotsy,F,2019
17-Apr-20,12,Ambohibary,Befotsy,M,2019
17-Apr-20,6,Ambohibary,Befotsy,M,2019
17-Apr-20,7,Ambohibary,Befotsy,M,2019
17-Apr-20,9,Ambohibary,Befotsy,F,2019
17-Apr-20,12,Ambohibary,Befotsy,F,2019
17-Apr-20,7,Ambohibary,Befotsy,M,2019
17-Apr-20,12,Ambohibary,Befotsy,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,108,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,NA,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,6,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,120,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,6,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,36,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,72,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,84,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,36,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,36,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,36,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,6,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,18,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,36,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,6,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,6,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,72,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,84,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,3,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,120,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,72,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,72,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,120,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,6,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,6,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,60,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,48,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,36,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,36,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,36,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,72,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,48,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,5,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,5,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,5,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,5,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,18,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,4,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,7,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,24,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,7,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,6,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,4,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,84,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,48,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,48,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,36,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,36,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,60,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,7,Ambohibary,Ambohitrakanga,F,2019
02-Jun-20,36,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,36,Ambohibary,Ambohitrakanga,M,2019
02-Jun-20,12,Ambohibary,Ambohitrakanga,F,2019
03-Jun-20,24,Ambohibary,Ankarahara,F,2019
03-Jun-20,4,Ambohibary,Antsirinala,M,2019
03-Jun-20,36,Ambohibary,Ankarahara,M,2019
03-Jun-20,36,Ambohibary,Ankarahara,M,2019
03-Jun-20,48,Ambohibary,Ankarahara,M,2019
03-Jun-20,30,Ambohibary,Antsirinala,M,2019
03-Jun-20,4,Ambohibary,Antsirinala,M,2019
03-Jun-20,24,Ambohibary,Antsirinala,M,2019
03-Jun-20,36,Ambohibary,Antsirinala,M,2019
03-Jun-20,12,Ambohibary,Antsirinala,M,2019
03-Jun-20,24,Ambohibary,Ankarahara,M,2019
03-Jun-20,18,Ambohibary,Antsirinala,M,2019
03-Jun-20,48,Ambohibary,Antsirinala,F,2019
03-Jun-20,12,Ambohibary,Antsirinala,F,2019
03-Jun-20,24,Ambohibary,Antsirinala,M,2019
03-Jun-20,8,Ambohibary,Antsirinala,M,2019
03-Jun-20,48,Ambohibary,Antsirinala,M,2019
03-Jun-20,18,Ambohibary,Antsirinala,F,2019
03-Jun-20,36,Ambohibary,Antsirinala,F,2019
03-Jun-20,12,Ambohibary,Ankarahara,M,2019
03-Jun-20,24,Ambohibary,Ankarahara,M,2019
03-Jun-20,36,Ambohibary,Ankarahara,M,2019
03-Jun-20,36,Ambohibary,Ankarahara,F,2019
03-Jun-20,8,Ambohibary,Ankarahara,M,2019
03-Jun-20,3,Ambohibary,Ankarahara,F,2019
03-Jun-20,4,Ambohibary,Ankarahara,M,2019
03-Jun-20,48,Ambohibary,Ankarahara,F,2019
03-Jun-20,3,Ambohibary,Ankarahara,M,2019
03-Jun-20,36,Ambohibary,Ankarahara,M,2019
03-Jun-20,12,Ambohibary,Ankarahara,M,2019
03-Jun-20,12,Ambohibary,Ankarahara,M,2019
03-Jun-20,36,Ambohibary,Ankarahara,F,2019
03-Jun-20,36,Ambohibary,Ankarahara,M,2019
03-Jun-20,24,Ambohibary,Ankarahara,F,2019
03-Jun-20,72,Ambohibary,Ankarahara,M,2019
03-Jun-20,60,Ambohibary,Ankarahara,M,2019
03-Jun-20,36,Ambohibary,Ankarahara,M,2019
03-Jun-20,48,Ambohibary,Ankarahara,M,2019
03-Jun-20,48,Ambohibary,Ankarahara,M,2019
03-Jun-20,24,Ambohibary,Ankarahara,F,2019
03-Jun-20,24,Ambohibary,Ankarahara,M,2019
03-Jun-20,24,Ambohibary,Ankarahara,F,2019
04-Jun-20,48,Ambohibary,Ankarahara,F,2019
04-Jun-20,72,Ambohibary,Ankarahara,M,2019
04-Jun-20,48,Ambohibary,Ankarahara,M,2019
04-Jun-20,48,Ambohibary,Ankarahara,M,2019
04-Jun-20,72,Moramanga,Moramanga ambony,M,2019
04-Jun-20,36,Moramanga,Moramanga ambony,M,2019
04-Jun-20,12,Ambohibary,Soavinorona,M,2019
04-Jun-20,12,Ambohibary,Soavinorona,F,2019
04-Jun-20,36,Ambohibary,Soavinorona,M,2019
04-Jun-20,24,Ambohibary,Soavinorona,M,2019
04-Jun-20,36,Ambohibary,Soavinorona,M,2019
04-Jun-20,60,Ambohibary,Soavinorona,F,2019
04-Jun-20,48,Ambohibary,Soavinorona,F,2019
04-Jun-20,12,Ambohibary,Soavinorona,M,2019
04-Jun-20,48,Ambohibary,Soavinorona,M,2019
04-Jun-20,36,Ambohibary,Soavinorona,M,2019
04-Jun-20,12,Ambohibary,Soavinorona,M,2019
04-Jun-20,4,Ambohibary,Soavinorona,M,2019
04-Jun-20,24,Ambohibary,Soavinorona,M,2019
04-Jun-20,24,Ambohibary,Soavinorona,M,2019
04-Jun-20,72,Ambohibary,Soavinorona,M,2019
04-Jun-20,18,Ambohibary,Soavinorona,F,2019
04-Jun-20,36,Ambohibary,Soavinorona,M,2019
04-Jun-20,36,Ambohibary,Soavinorona,M,2019
04-Jun-20,18,Ambohibary,Soavinorona,M,2019
04-Jun-20,60,Ambohibary,Soavinorona,M,2019
04-Jun-20,36,Ambohibary,Soavinorona,M,2019
04-Jun-20,48,Ambohibary,Soavinorona,M,2019
04-Jun-20,48,Ambohibary,Soavinorona,M,2019
04-Jun-20,12,Ambohibary,Soavinorona,M,2019
04-Jun-20,12,Ambohibary,Soavinorona,F,2019
04-Jun-20,24,Ambohibary,Soavinorona,M,2019
05-Jun-20,48,Ambohibary,Antsily,M,2019
05-Jun-20,36,Ambohibary,Antsily,M,2019
05-Jun-20,48,Ambohibary,Antsily,M,2019
05-Jun-20,48,Ambohibary,Antsily,M,2019
05-Jun-20,24,Ambohibary,Antsily,M,2019
05-Jun-20,9,Ambohibary,Antsily,M,2019
05-Jun-20,72,Ambohibary,Antsily,M,2019
05-Jun-20,60,Ambohibary,Antsily,F,2019
05-Jun-20,36,Ambohibary,Antsily,F,2019
05-Jun-20,84,Ambohibary,Antsily,M,2019
05-Jun-20,36,Ambohibary,Antsily,M,2019
05-Jun-20,9,Ambohibary,Antsily,M,2019
05-Jun-20,48,Ambohibary,Antsily,F,2019
