Date,Fokontany,Location,AdultDogs,Puppies,Cats,Kittens,Roaming,WillingnessPay,Point,Commune
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,4,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,3,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,3,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,1,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,1,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,2,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,1,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,1,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,1,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,2,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,1,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,1,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,2,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Tsilay,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Tsilay,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Tsilay,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Tsilay,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Tsilay,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ankeniheny,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Andrangina,Menalamba,2,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,1,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,3,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,1,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,3,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,1,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Analalava,Analalava,1,0,0,0,Fefy,5000,Ambohitranjavidy,Ambohibary
18-Apr-18,Antanifotsy,Ambohitranjavidy,2,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,1,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,1,0,1,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,1,0,1,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,2,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,4,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,0,0,4,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,2,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Antanifotsy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohibary,Ambohibary,1,0,0,0,Mireny,5000,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,1,0,0,0,Fefy,5000,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,1,0,0,0,Mireny,5000,Ambohitranjavidy,Ambohibary
18-Apr-18,Ambohibary,Ambohibary,1,0,0,0,Fefy,5000,Ambohitranjavidy,Ambohibary
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,1,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,1,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,1,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,2,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,2,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,0,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,3,0,An-trano,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,1,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,2,0,0,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,2,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Maroventy,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,2,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,0,0,1,0,An-trano,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,0,0,1,0,An-trano,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Ambodiakondro,Ambodiakondro,1,0,0,2,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,1,0,0,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,0,0,1,0,An-trano,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,0,0,2,0,An-trano,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Maroventy,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanifasika,Ambodiakondro,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanifasika,Ambodiakondro,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,0,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,0,0,1,0,An-trano,5000,Antanamandroso Est,Moramanga
13-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,3,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Mirenyoraventy,Antanamandroso,1,0,0,0,Mifatotra,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,0,0,1,0,An-trano,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,1,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,3,0,0,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,1,1,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,1,5,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Mifatotra,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,0,0,1,0,An-trano,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,1,0,Mifatotra,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,0,0,Mifatotra,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,0,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,1,0,Mifatotra,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,1,0,Mifatotra,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Mifatotra,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Mifatotra,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,0,1,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,3,1,Mifatotra,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,0,1,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,2,0,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,2,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,2,0,1,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,2,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,4,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,2,1,1,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,2,2,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,2,0,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,0,0,1,0,An-trano,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,2,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,2,0,1,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,2,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,8,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,2,0,0,2,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,0,0,1,0,An-trano,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,1,1,0,Mifatotra,5000,Antanamandroso Est,Moramanga
13-Apr-18,Ambohimandroso,Ambohimandroso,0,0,2,0,An-trano,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,2,1,0,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,2,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,0,0,1,0,An-trano,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,1,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,1,1,0,1,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,2,0,1,0,Mireny,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,3,0,2,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,2,0,0,0,Fefy,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,0,0,1,0,An-trano,5000,Antanamandroso Est,Moramanga
13-Apr-18,Antanamandroso Est,Antanamandroso,1,0,0,0,Mireny,5000,Antanamandroso Est,Moramanga
