Date,Fokontany,Location,AdultDogs,Puppies,Cats,Kittens,Roaming,WillingnessPay,Point,Commune
12-Apr-18,Ambohimadera,Ambohimadera,2,0,1,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,2,3,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,2,0,1,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,3,0,2,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,1,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,0,0,1,0,An-trano,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,0,0,1,0,An-trano,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,0,1,0,0,Mireny,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,1,2,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,1,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,0,0,1,0,An-trano,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,0,0,1,0,An-trano,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,0,0,1,0,An-trano,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,2,0,1,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,1,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,1,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,1,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,2,0,1,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,1,3,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,2,2,1,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,1,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,1,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,0,0,1,0,An-trano,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,3,0,1,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,0,0,3,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,0,0,1,0,An-trano,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,1,0,An-trano,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,1,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,1,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,2,0,1,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,2,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,3,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,1,0,0,1,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,2,2,1,0,Fefy,5000,Ambohimadera,Moramanga
12-Apr-18,Ambohimadera,Ambohimadera,4,0,0,0,Fefy,5000,Ambohimadera,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,0,0,1,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,0,0,1,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,0,Mireny,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,0,Mireny,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,0,Mireny,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,1,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,0,0,1,1,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,0,0,1,1,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,0,0,1,1,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,1,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Mireny,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,0,0,1,3,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,0,0,1,3,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,0,1,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,0,1,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,0,1,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Mifatotra,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,1,0,Mireny,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,2,1,3,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,2,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,2,0,0,Mifatotra,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Mifatotra,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,1,Mifatotra,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,4,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,0,Mifatotra,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,1,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,2,0,3,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Sahavazo,Ambatolampy,3,0,0,0,Mifatotra,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Mireny,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,0,0,2,0,Mireny,5000,Camps des Maries,Moramanga
15-Apr-18,Bemasoandro,Bemasoandro,1,1,0,0,Mireny,5000,Camps des Maries,Moramanga
15-Apr-18,Camps des Maries,Campes des Maries,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,1,0,0,0,Fefy,5000,Camps des Maries,Moramanga
15-Apr-18,Ambatolampy,Ambatolampy,3,0,0,0,Mireny,5000,Camps des Maries,Moramanga
18-Apr-18,Tanambao,Antanambao,2,0,0,0,Fefy,5000,Tanambao,Moramanga
18-Apr-18,Analalava,Analalava,3,0,0,0,Mireny,5000,Tanambao,Ambohibary
18-Apr-18,Tanambao,Antanambao,0,0,0,1,Mireny,5000,Tanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,2,1,0,0,Mireny/Fefy,5000,Tanambao,Moramanga
18-Apr-18,Anosimasina,Antanambao,2,0,2,0,Mireny,5000,Tanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,2,0,0,0,Mifatotra,5000,Tanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,0,0,1,0,Mifatotra,5000,Tanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,0,0,2,0,Mifatotra,5000,Tanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,1,0,0,0,Mireny,5000,Tanambao,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mifatotra,5000,Tanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,,1,0,0,Fefy,5000,Tanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,1,0,0,0,An-trano/ Fefy,5000,Tanambao,Moramanga
18-Apr-18,Tanambao,Antanambao,0,0,1,0,An-trano/ Fefy,5000,Tanambao,Moramanga
16-Apr-18,Moramanga Ville,Moramanga ville,0,0,1,0,Fefy,5000,Moramanga ville,Moramanga
16-Apr-18,Antanamandroso Est,Antanamandroso,0,0,2,0,Mireny,5000,Moramanga ville,Moramanga
16-Apr-18,Ankazobe,Antanamandroso,1,0,0,0,Mifatotra,5000,Moramanga ville,Moramanga
16-Apr-18,Moramanga Ville,Moramanga ville,1,0,1,0,Mifatotra,5000,Moramanga ville,Moramanga
16-Apr-18,Moramanga Ville,Moramanga ville,1,3,0,0,Fefy,5000,Moramanga ville,Moramanga
16-Apr-18,Mangarivotra,Antanamandroso,2,0,0,0,Mifatotra,5000,Moramanga ville,Moramanga
16-Apr-18,Moramanga Ville,Moramanga ville,2,0,1,0,Mifatotra,5000,Moramanga ville,Moramanga
16-Apr-18,Camps des Maries,Campes des Maries,1,0,1,0,Fefy,5000,Moramanga ville,Moramanga
16-Apr-18,Ambodiakondro,Ambodiakondro,1,0,0,0,Fefy,5000,Moramanga ville,Moramanga
16-Apr-18,sahafitarana,Sahafitana,2,0,0,0,Fefy,5000,Moramanga ville,Ambohibary
16-Apr-18,Mangarivotra,Antanamandroso,3,0,1,0,Fefy,5000,Moramanga ville,Moramanga
16-Apr-18,Ambarilava,Ambarilava,1,0,0,0,Fefy,5000,Moramanga ville,Moramanga
16-Apr-18,Moramanga ,Moramanga ville,1,0,0,0,Fefy,5000,Moramanga ville,Moramanga
16-Apr-18,Ambahibe,Ambahibe,0,1,0,0,Fefy,5000,Moramanga ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,1,0,0,0,Mifatotra,5000,Moramanga ville,Moramanga
16-Apr-18,Sahafitana,Sahafitana,1,0,0,0,Fefy,5000,Moramanga ville,Ambohibary
16-Apr-18,Moramanga,Moramanga ville,1,0,1,0,Fefy,5000,Moramanga ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,1,0,1,0,Fefy,5000,Moramanga ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,1,0,1,0,Fefy,5000,Moramanga ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,3,0,0,0,Fefy,5000,Moramanga ville,Moramanga
16-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Moramanga ville,Moramanga
16-Apr-18,Ankazobe,Antanamandroso,1,0,0,0,Fefy,5000,Moramanga ville,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,,0,1,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,0,0,1,0,Mireny,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,0,0,1,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,0,0,1,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Mireny,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,0,0,1,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,0,0,1,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Mireny,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Mireny,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,0,0,1,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,0,0,1,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,0,0,1,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,0,0,1,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,0,0,1,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
12-Apr-18,Tsarafasina,Tsarafasina,1,0,0,0,Fefy,5000,Tsarafasina,Moramanga
14-Apr-18,Ambarilava,Ambarilava,1,0,0,0,Fefy,5000,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,2,0,0,0,Mireny,5000,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,0,0,0,0,Fefy,5000,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,1,0,0,0,Mireny,5000,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,2,0,2,0,Fefy,5000,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,1,0,1,0,An-trano,5000,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,2,0,0,0,Fefy,5000,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,1,0,1,0,Fefy,5000,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,3,0,0,0,,5000,Ambarilava,Moramanga
14-Apr-18,Besimpona,Ambarilava,1,0,0,0,Mireny,5000,Ambarilava,Moramanga
14-Apr-18,Besimpona,Ambarilava,3,0,0,0,Mireny,5000,Ambarilava,Moramanga
14-Apr-18,Besimpona,Ambarilava,2,0,0,0,Fefy,5000,Ambarilava,Moramanga
14-Apr-18,Camps des Maries,Campes des Maries,1,0,0,0,Fefy,5000,Ambarilava,Moramanga
14-Apr-18,Ambarilava,Ambarilava,1,0,0,0,Fefy,5000,Ambarilava,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,3,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,1,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,2,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,3,0,2,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,4,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,0,0,1,0,An-trano,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,1,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Fefy,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,2,0,0,0,Mireny,5000,Ambohitranjavidy,Moramanga
18-Apr-18,Ambohitranjavidy,Ambohitranjavidy,1,0,1,0,Fefy,5000,Ambohitranjavidy,Moramanga
