Date,Location,Species,Sex,Age Category,Mark,Status,Notes,Observers,Commune
14-Apr-18,Ambahibe,A,F,1,Y,Mifatotra,,Chantal + Zoavina,Moramanga
14-Apr-18,Ambarilava,A,M,1,Y,Mireny,,Tsiky + Carmen,Moramanga
14-Apr-18,Ambarilava,A,F,1,Y,Mireny,,Tsiky + Carmen,Moramanga
14-Apr-18,Ambarilava,A,M,1,Y,Mireny,,Tsiky + Carmen,Moramanga
14-Apr-18,Ambarilava,A,F,1,Y,Mireny,,Tsiky + Carmen,Moramanga
14-Apr-18,Ambarilava,A,,0,N,Fefy,,Tsiky + Carmen,Moramanga
14-Apr-18,Ambarilava,A,,1,N,Fefy,,Tsiky + Carmen,Moramanga
14-Apr-18,Ambarilava,A,,1,N,Fefy,,Tsiky + Carmen,Moramanga
14-Apr-18,Ambarilava,A,,1,N,Mireny,,Tsiky + Carmen,Moramanga
14-Apr-18,Ambarilava,A,,1,N,Fefy,,Tsiky + Carmen,Moramanga
14-Apr-18,Ambarilava,A,,0,N,Fefy,,Tsiky + Carmen,Moramanga
14-Apr-18,Ambarilava,A,,1,N,Fefy,,Tsiky + Carmen,Moramanga
14-Apr-18,Ambarilava,A,,1,Y,Fefy,,Tsiky + Carmen,Moramanga
14-Apr-18,Ambarilava,A,,1,Y,Fefy,,Tsiky + Carmen,Moramanga
