REF #,Date,Dog or Cat,Dog Name,Cat Name,Sex,Age (months),Distance Travelled (m),Owner Location,Vaccination Location,Commune,Previous Vaccination,Time Since Previous Vaccine,Last Vaccination Date,Spayed/Neutered
1454,26-Mar-20,dog,Pitox,,F,4,200,Tanambao,Antanandava,Antanandava,,,,
1455,26-Mar-20,dog,Bobby,,M,156,50,Tanambao,Antanandava,Antanandava,,,,
1456,26-Mar-20,dog,Pito,,M,24,50,Tanambao,Antanandava,Antanandava,,,,
1457,26-Mar-20,cat,,Mimi,F,3,10,Tanandava,Antanandava,Antanandava,,,,
1458,26-Mar-20,dog,Vangaratsy,,F,24,5,Tanandava,Antanandava,Antanandava,,,,
1459,26-Mar-20,dog,Toto,,F,24,5,Tanandava,Antanandava,Antanandava,,,,
1460,26-Mar-20,dog,Maromaso,,M,48,50,Tanandava,Antanandava,Antanandava,,,,
1461,26-Mar-20,dog,Bintrika,,M,24,5,Tanandava,Antanandava,Antanandava,,,,
1462,26-Mar-20,dog,Kamanja,,F,12,5,Tanandava,Antanandava,Antanandava,,,,
1463,26-Mar-20,dog,Tox,,M,84,7,Tanandava,Antanandava,Antanandava,,,,
1464,26-Mar-20,dog,Tsimitsako,,M,24,7,Tanandava,Antanandava,Antanandava,,,,
1465,26-Mar-20,dog,Pelika,,F,36,50,Tanandava,Antanandava,Antanandava,,,,
1466,26-Mar-20,dog,Bodna,,M,24,40,Tanandava,Antanandava,Antanandava,,,,
1467,26-Mar-20,dog,Brossy,,M,24,40,Tanandava,Antanandava,Antanandava,,,,
1468,26-Mar-20,dog,Ngerona,,F,24,40,Tanandava,Antanandava,Antanandava,,,,
1469,26-Mar-20,dog,Tigre,,M,36,200,Tanandava,Antanandava,Antanandava,,,,
1470,26-Mar-20,dog,Bill,,M,6,100,Tanandava,Antanandava,Antanandava,,,,
1471,26-Mar-20,dog,Boakely,,M,24,200,Tanandava,Antanandava,Antanandava,,,,
1472,26-Mar-20,dog,Lekoro,,F,60,200,Tanandava,Antanandava,Antanandava,,,,
1473,26-Mar-20,dog,Tox,,M,12,100,Tanandava,Antanandava,Antanandava,,,,
1474,26-Mar-20,dog,Lavarambo,,M,12,100,Tanandava,Antanandava,Antanandava,,,,
1475,26-Mar-20,dog,Maromaso,,M,6,200,Tanandava,Antanandava,Antanandava,,,,
1476,26-Mar-20,dog,Lebol,,M,24,50,Tanandava,Antanandava,Antanandava,,,,
1477,26-Mar-20,dog,Volavery,,M,60,100,Tanandava,Antanandava,Antanandava,,,,
1478,26-Mar-20,dog,Fox,,M,12,100,Ivongo,Antanandava,Antanandava,,,,
1479,26-Mar-20,dog,Jombilo,,F,12,100,Ivongo,Antanandava,Antanandava,,,,
1480,26-Mar-20,dog,Malokila,,M,24,100,Ivongo,Antanandava,Antanandava,,,,
1481,26-Mar-20,dog,Bevolo,,M,12,100,Ivongo,Antanandava,Antanandava,,,,
1482,26-Mar-20,dog,Kamara,,F,4,100,Ivongo,Antanandava,Antanandava,,,,
1483,26-Mar-20,dog,Bitrika,,F,12,100,Ivongo,Antanandava,Antanandava,,,,
1484,26-Mar-20,dog,Pelika,,F,12,100,Ivongo,Antanandava,Antanandava,,,,
1485,26-Mar-20,dog,Tselika,,F,24,10,Ivongo,Antanandava,Antanandava,,,,
1486,26-Mar-20,dog,Popoty,,F,6,10,Ivongo,Antanandava,Antanandava,,,,
1487,26-Mar-20,cat,,Mimi,F,24,10,Ivongo,Antanandava,Antanandava,,,,
1488,26-Mar-20,cat,,Mimy,M,12,100,Ivongo,Antanandava,Antanandava,,,,
1489,26-Mar-20,cat,,Mimy,F,12,100,Ivongo,Antanandava,Antanandava,,,,
1490,26-Mar-20,dog,Kopaka,,M,12,10,Ivongo,Antanandava,Antanandava,,,,
1491,26-Mar-20,dog,Topy,,F,24,100,Ivongo,Antanandava,Antanandava,,,,
1492,26-Mar-20,dog,Pingo,,M,48,100,Ivongo,Antanandava,Antanandava,,,,
1493,26-Mar-20,dog,Jork,,M,24,15,Ivongo,Antanandava,Antanandava,,,,
1494,26-Mar-20,dog,Fox,,M,24,11,Ivongo,Antanandava,Antanandava,,,,
1495,26-Mar-20,dog,Mailaka,,M,24,11,Ivongo,Antanandava,Antanandava,,,,
1496,26-Mar-20,dog,Boul,,F,84,100,Tanandava,Antanandava,Antanandava,,,,
1497,26-Mar-20,dog,Toto,,M,24,30,Tanandava,Antanandava,Antanandava,,,,
1498,26-Mar-20,dog,Miovaloko,,M,24,40,Tanandava,Antanandava,Antanandava,,,,
1499,26-Mar-20,dog,Milou,,M,120,40,Tanandava,Antanandava,Antanandava,,,,
1500,26-Mar-20,dog,Maromaso,,F,6,15,Ambolomborona,Antanandava,Antanandava,,,,
1501,26-Mar-20,dog,Kiala fotsikely,,F,24,60,Ambolomborona,Antanandava,Antanandava,,,,
1502,26-Mar-20,dog,Mija,,M,48,100,Ambolomborona,Antanandava,Antanandava,,,,
1503,26-Mar-20,dog,Toto,,F,24,20,Ambolomborona,Antanandava,Antanandava,,,,
1504,26-Mar-20,dog,Bobby,,M,36,50,Ambolomborona,Antanandava,Antanandava,,,,
1505,26-Mar-20,dog,Kiala maintikely,,F,60,10,Ambolomborona,Antanandava,Antanandava,,,,
1506,26-Mar-20,dog,Bobby,,F,24,60,Ambolomborona,Antanandava,Antanandava,,,,
1507,26-Mar-20,dog,Locky,,F,6,100,Ambolomborona,Antanandava,Antanandava,,,,
1508,26-Mar-20,dog,Micka,,M,36,5,Ambolomborona,Antanandava,Antanandava,,,,
1509,26-Mar-20,dog,Maromaso,,M,5,100,Ambolomborona,Antanandava,Antanandava,,,,
1510,26-Mar-20,dog,Bobby,,M,7,5,Ambolomborona,Antanandava,Antanandava,,,,
1511,26-Mar-20,dog,Toto,,F,36,10,Ambolomborona,Antanandava,Antanandava,,,,
1512,26-Mar-20,dog,Black,,M,24,10,Ambolomborona,Antanandava,Antanandava,,,,
1513,26-Mar-20,dog,Maromaso,,F,6,100,Ivongo,Antanandava,Antanandava,,,,
1514,26-Mar-20,dog,Micky,,M,36,10,Ivongo,Antanandava,Antanandava,,,,
1515,26-Mar-20,dog,Tigre,,F,24,10,Ivongo,Antanandava,Antanandava,,,,
1516,26-Mar-20,dog,micky,,M,36,10,Ivongo,Antanandava,Antanandava,,,,
1517,26-Mar-20,dog,Rocky,,F,12,10,Ivongo,Antanandava,Antanandava,,,,
1518,26-Mar-20,cat,,Mimu,F,12,10,Ivongo,Antanandava,Antanandava,,,,
1519,26-Mar-20,cat,,Mimy,F,72,25,Ivongo,Antanandava,Antanandava,,,,
1520,26-Mar-20,dog,Adob,,M,48,10,Ivongo,Antanandava,Antanandava,,,,
1521,26-Mar-20,dog,Tritriva,,M,4,10,Ivongo,Antanandava,Antanandava,,,,
1522,27-Mar-20,dog,Bonde,,M,24,16,Andorotelo,Andorotelo Antanandava,Antanandava,,,,
1523,27-Mar-20,dog,Melaka,,M,36,12,Andorotelo,Andorotelo Antanandava,Antanandava,,,,
1524,27-Mar-20,dog,Tox,,M,36,40,Andorotelo,Andorotelo Antanandava,Antanandava,,,,
1525,27-Mar-20,dog,Blacky,,M,24,18,Andorotelo,Andorotelo Antanandava,Antanandava,,,,
1526,27-Mar-20,cat,,Mimi,M,12,20,Andorotelo,Andorotelo Antanandava,Antanandava,,,,
1527,27-Mar-20,dog,Nono,,M,24,17,Andorotelo,Andorotelo Antanandava,Antanandava,,,,
1528,27-Mar-20,dog,Micky,,M,3,700,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1529,27-Mar-20,dog,Ngerona,,M,12,100,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1530,27-Mar-20,dog,Pelika,,F,12,100,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1531,27-Mar-20,dog,Pico,,M,60,500,Ambodinivongo,Andorotelo Antanandava,Antanandava,,,,
1532,27-Mar-20,dog,Blonde,,M,12,700,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1533,27-Mar-20,dog,MAromaso,,M,12,200,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1534,27-Mar-20,dog,Rossy,,M,6,500,Ambodinivongo,Andorotelo Antanandava,Antanandava,,,,
1535,27-Mar-20,dog,Pelika,,M,4,500,Ambodinivongo,Andorotelo Antanandava,Antanandava,,,,
1536,27-Mar-20,cat,,Mimi,M,3,200,Tanandava,Andorotelo Antanandava,Antanandava,,,,
1537,27-Mar-20,dog,T4,,M,24,400,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1538,27-Mar-20,cat,,Mimy,M,24,150,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1539,27-Mar-20,dog,Vangartsy,,M,72,150,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1540,27-Mar-20,dog,Poto,,M,24,600,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1541,27-Mar-20,dog,6eme,,M,72,100,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1542,27-Mar-20,dog,Rocky,,M,12,200,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1543,27-Mar-20,dog,Jock,,M,36,900,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1544,27-Mar-20,dog,Totosy,,M,168,700,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1545,27-Mar-20,dog,Creed,,M,24,600,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1546,27-Mar-20,dog,Ngaly,,F,4,900,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1547,27-Mar-20,dog,Fotsy tanana,,M,6,900,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1548,27-Mar-20,dog,Teboka,,M,120,800,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1549,27-Mar-20,dog,KApsily,,M,72,800,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1550,27-Mar-20,dog,Mamine,,M,12,600,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1551,27-Mar-20,dog,Brosy,,F,36,400,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1552,27-Mar-20,dog,Ngerona,,M,36,800,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1553,27-Mar-20,dog,Blondes,,F,36,800,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1554,27-Mar-20,dog,Kavanga,,M,12,300,Ambodiakondro,Andorotelo Antanandava,Antanandava,,,,
1555,27-Mar-20,dog,Tapakevitra,,M,24,20,Andakakely,Andakakely,Antanandava,,,,
1556,27-Mar-20,dog,Jax,,M,12,20,Andakakely,Andakakely,Antanandava,,,,
1557,27-Mar-20,cat,,Minoty,F,8,20,Andakakely,Andakakely,Antanandava,,,,
1558,27-Mar-20,cat,,Mimi,M,4,20,Andakakely,Andakakely,Antanandava,,,,
1559,27-Mar-20,dog,Pelika,,F,36,300,Andakakely,Andakakely,Antanandava,,,,
1560,27-Mar-20,dog,Njylo,,M,24,900,Andakakely,Andakakely,Antanandava,,,,
1561,27-Mar-20,dog,Kapsily,,M,36,100,Andakakely,Andakakely,Antanandava,,,,
1562,27-Mar-20,dog,Gah kely,,F,36,700,Andakakely,Andakakely,Antanandava,,,,
1563,27-Mar-20,dog,Jork,,M,36,100,Andakakely,Andakakely,Antanandava,,,,
1564,27-Mar-20,dog,Totosy,,M,24,10,Andakakely,Andakakely,Antanandava,,,,
1565,27-Mar-20,cat,,Plumebe,M,24,10,Andakakely,Andakakely,Antanandava,,,,
1566,27-Mar-20,dog,Angimy,,M,4,100,Andakakely,Andakakely,Antanandava,,,,
1567,27-Mar-20,dog,Club,,M,60,300,Andakakely,Andakakely,Antanandava,,,,
1568,27-Mar-20,dog,Brosy,,M,48,300,Andakakely,Andakakely,Antanandava,,,,
1569,27-Mar-20,dog,Bolo,,M,12,400,Andakakely,Andakakely,Antanandava,,,,
1570,27-Mar-20,dog,KApsily,,M,24,700,Andakakely,Andakakely,Antanandava,,,,
1571,27-Mar-20,dog,Bobby,,M,24,800,Andakakely,Andakakely,Antanandava,,,,
1572,27-Mar-20,dog,Njylo,,M,24,800,Andakakely,Andakakely,Antanandava,,,,
1573,27-Mar-20,dog,Kofoko,,F,48,800,Andakakely,Andakakely,Antanandava,,,,
1574,27-Mar-20,dog,Njylo,,F,24,900,Andakakely,Andakakely,Antanandava,,,,
1575,27-Mar-20,dog,Lavavava,,M,36,500,Andakakely,Andakakely,Antanandava,,,,
1576,27-Mar-20,dog,Ngerona,,F,6,500,Andakakely,Andakakely,Antanandava,,,,
1577,27-Mar-20,dog,Toa,,M,36,200,Andakakely,Andakakely,Antanandava,,,,
1578,27-Mar-20,dog,Bobby,,M,36,900,Andakakely,Andakakely,Antanandava,,,,
1579,27-Mar-20,dog,Brossy,,F,24,600,Andakakely,Andakakely,Antanandava,,,,
1580,27-Mar-20,dog,KAmainty,,F,6,80,Andakakely,Andakakely,Antanandava,,,,
1581,27-Mar-20,dog,MAromaso,,M,24,40,Andakakely,Andakakely,Antanandava,,,,
1582,27-Mar-20,dog,MAromaso,,F,6,12,Andakakely,Andakakely,Antanandava,,,,
1583,27-Mar-20,dog,Bogosy,,M,12,30,Andakakely,Andakakely,Antanandava,,,,
1584,27-Mar-20,dog,Totosy,,F,24,40,Andakakely,Andakakely,Antanandava,,,,
1585,27-Mar-20,dog,Bobby,,M,24,600,Andakakely,Andakakely,Antanandava,,,,
1586,27-Mar-20,dog,Micky,,M,36,600,Andakakely,Andakakely,Antanandava,,,,
1587,27-Mar-20,dog,Kamainty,,F,6,100,Andakakely,Andakakely,Antanandava,,,,
1588,27-Mar-20,dog,Milou,,F,12,100,Andakakely,Andakakely,Antanandava,,,,
1589,27-Mar-20,dog,Kavanga,,F,24,100,Andakakely,Andakakely,Antanandava,,,,
1590,27-Mar-20,dog,Lavasofina,,F,4,20,Andakakely,Andakakely,Antanandava,,,,
1591,27-Mar-20,dog,Pelika,,F,48,50,Andakakely,Andakakely,Antanandava,,,,
1592,27-Mar-20,dog,Toto,,M,12,20,Andakakely,Andakakely,Antanandava,,,,
1593,27-Mar-20,dog,Tsotso,,F,48,50,Andakakely,Andakakely,Antanandava,,,,
1594,27-Mar-20,dog,Brousse,,M,4,40,Andakakely,Andakakely,Antanandava,,,,
1595,27-Mar-20,dog,Pelika,,F,48,100,Andakakely,Andakakely,Antanandava,,,,
1596,27-Mar-20,dog,Kipna,,F,12,100,Andakakely,Andakakely,Antanandava,,,,
1597,27-Mar-20,dog,Gol,,M,4,100,Andakakely,Andakakely,Antanandava,,,,
1598,27-Mar-20,dog,Belou,,M,4,100,Andakakely,Andakakely,Antanandava,,,,
1599,27-Mar-20,dog,Bobby,,F,24,50,Andakakely,Andakakely,Antanandava,,,,
1600,27-Mar-20,dog,Maromaso,,F,48,40,Andakakely,Andakakely,Antanandava,,,,
1601,27-Mar-20,dog,Kapsily,,F,12,50,Andakakely,Andakakely,Antanandava,,,,
1602,27-Mar-20,dog,Maromaso,,M,12,20,Andakakely,Andakakely,Antanandava,,,,
1603,27-Mar-20,dog,Maromaso,,M,8,30,Andakakely,Andakakely,Antanandava,,,,
1604,27-Mar-20,dog,Box,,M,24,30,Andakakely,Andakakely,Antanandava,,,,
1605,27-Mar-20,dog,Bobby,,M,24,15,Andakakely,Andakakely,Antanandava,,,,
1606,27-Mar-20,dog,Doddy,,M,24,15,Andakakely,Andakakely,Antanandava,,,,
1607,27-Mar-20,dog,Cinq cent,,F,48,15,Andakakely,Andakakely,Antanandava,,,,
1608,27-Mar-20,dog,Vanitika,,M,60,15,Andakakely,Andakakely,Antanandava,,,,
1609,27-Mar-20,dog,Mbitrika,,F,,13,Andakakely,Andakakely,Antanandava,,,,
1610,27-Mar-20,dog,Bill,,M,24,5,Andakakely,Andakakely,Antanandava,,,,
1611,27-Mar-20,dog,Kopaka,,M,12,5,Andakakely,Andakakely,Antanandava,,,,
1612,27-Mar-20,dog,Kamainty,,F,12,50,Andakakely,Andakakely,Antanandava,,,,
1613,27-Mar-20,dog,Goaka,,M,48,50,Andakakely,Andakakely,Antanandava,,,,
1614,27-Mar-20,dog,Pelika,,F,24,50,Andakakely,Andakakely,Antanandava,,,,
1615,27-Mar-20,dog,Besofina,,M,4,20,Andakakely,Andakakely,Antanandava,,,,
1616,27-Mar-20,dog,Brosse,,M,24,30,Andakakely,Andakakely,Antanandava,,,,
1617,27-Mar-20,dog,Bogosyy,,M,36,12,Andakakely,Andakakely,Antanandava,,,,
1618,27-Mar-20,dog,Ravanga,,M,48,12,Andakakely,Andakakely,Antanandava,,,,
1619,27-Mar-20,dog,Brosy,,M,48,100,Andakakely,Andakakely,Antanandava,,,,
1620,27-Mar-20,dog,Mig,,M,24,15,Andakakely,Andakakely,Antanandava,,,,
1621,27-Mar-20,dog,Toxy,,F,24,15,Andakakely,Andakakely,Antanandava,,,,
1622,27-Mar-20,dog,Angemy,,M,24,15,Andakakely,Andakakely,Antanandava,,,,
1623,27-Mar-20,dog,Brosy,,F,36,20,Andakakely,Andakakely,Antanandava,,,,
1624,27-Mar-20,dog,Maromaso,,F,24,10,Andakakely,Andakakely,Antanandava,,,,
1625,27-Mar-20,dog,Kapsily,,M,24,15,Andakakely,Andakakely,Antanandava,,,,
1626,27-Mar-20,dog,Bolo,,M,48,15,Andakakely,Andakakely,Antanandava,,,,
1627,27-Mar-20,dog,Jylo,,F,12,15,Andakakely,Andakakely,Antanandava,,,,
1628,27-Mar-20,dog,Fox,,F,24,20,Andakakely,Andakakely,Antanandava,,,,
1629,27-Mar-20,dog,Maromaso,,F,48,12,Andakakely,Andakakely,Antanandava,,,,
1630,27-Mar-20,dog,Bille,,M,84,10,Andakakely,Andakakely,Antanandava,,,,
1631,27-Mar-20,dog,Micky,,F,12,10,Andakakely,Andakakely,Antanandava,,,,
1632,27-Mar-20,dog,Bitro,,M,36,12,Andakakely,Andakakely,Antanandava,,,,
1633,27-Mar-20,dog,Kirintsana,,M,7,12,Andakakely,Andakakely,Antanandava,,,,
1634,27-Mar-20,dog,Bevolo,,M,72,17,Andakakely,Andakakely,Antanandava,,,,
1635,27-Mar-20,dog,Tselika,,F,24,15,Andakakely,Andakakely,Antanandava,,,,
1636,27-Mar-20,dog,Kapsily,,M,60,15,Andakakely,Andakakely,Antanandava,,,,
1637,27-Mar-20,dog,Bokely,,F,48,16,Andakakely,Andakakely,Antanandava,,,,
1638,27-Mar-20,dog,Ngerona,,M,24,16,Andakakely,Andakakely,Antanandava,,,,
1639,27-Mar-20,dog,Milou,,M,36,20,Andakakely,Andakakely,Antanandava,,,,
1640,27-Mar-20,dog,Rah trondro,,F,72,11,Andakakely,Andakakely,Antanandava,,,,
1641,27-Mar-20,dog,Maromaso,,M,24,800,Andakakely,Andakakely,Antanandava,,,,
1642,27-Mar-20,cat,,Mia,F,6,2,Andakakely,Andakakely,Antanandava,,,,
1643,27-Mar-20,dog,Kavanga,,M,12,100,Andakakely,Andakakely,Antanandava,,,,
1644,27-Mar-20,dog,Foxy,,F,7,100,Andakakely,Andakakely,Antanandava,,,,
1645,27-Mar-20,dog,Poizina,,M,3,100,Andakakely,Andakakely,Antanandava,,,,
1646,27-Mar-20,dog,Fanarina,,F,24,500,Andakakely,Andakakely,Antanandava,,,,
1647,27-Mar-20,dog,Bononosy,,F,12,500,Andakakely,Andakakely,Antanandava,,,,
1648,27-Mar-20,dog,Bob ,,M,4,50,Andakakely,Andakakely,Antanandava,,,,
1649,27-Mar-20,dog,Brosy,,M,24,50,Andakakely,Andakakely,Antanandava,,,,
1650,27-Mar-20,cat,,Mimy,M,12,2,Andakakely,Andakakely,Antanandava,,,,
1651,28-Mar-20,dog,Bricky lahy,,M,120,500,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1652,28-Mar-20,dog,Vangarana,,F,6,500,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1653,28-Mar-20,dog,Bolo,,M,48,800,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1654,28-Mar-20,dog,Maka,,M,36,300,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1655,28-Mar-20,dog,Vangaratsy,,M,60,1000,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1656,28-Mar-20,dog,Commande,,M,12,100,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1657,28-Mar-20,dog,Micky,,M,48,100,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1658,28-Mar-20,dog,Medilde,,M,24,100,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1659,28-Mar-20,dog,Gongo,,M,12,800,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1660,28-Mar-20,dog,Rabaka,,M,6,10,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1661,28-Mar-20,dog,Kamainty,,F,36,10,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1662,28-Mar-20,dog,Bidine,,M,12,200,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1663,28-Mar-20,cat,,Mimy,F,4,100,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1664,28-Mar-20,dog,Bricky lahy,,M,120,500,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1665,28-Mar-20,dog,Vangarana,,F,6,500,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1666,28-Mar-20,dog,Tsy ampy sotro,,M,24,400,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1667,28-Mar-20,cat,,Mimy,F,48,400,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1668,28-Mar-20,dog,Toto,,M,4,900,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1669,28-Mar-20,dog,Medor,,M,48,100,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1670,28-Mar-20,dog,Pristo,,F,36,400,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1671,28-Mar-20,dog,Lolo,,M,48,400,Tsarafangitra,Andorotelo Antanandava,Antanandava,,,,
1672,28-Mar-20,dog,Totosy,,M,60,500,Ampasipotsy,Antanandava,Antanandava,,,,
1673,28-Mar-20,dog,Brosy,,F,12,500,Ampasipotsy,Antanandava,Antanandava,,,,
1674,28-Mar-20,dog,Dog,,F,12,100,Ampasipotsy,Antanandava,Antanandava,,,,
1675,28-Mar-20,dog,Calcul,,M,60,600,Ampasipotsy,Antanandava,Antanandava,,,,
1676,28-Mar-20,dog,Tsekalafo,,M,24,700,Ampasipotsy,Antanandava,Antanandava,,,,
1677,28-Mar-20,dog,Brosy,,M,24,800,Ampasipotsy,Antanandava,Antanandava,,,,
1678,28-Mar-20,dog,MAromaso,,F,12,900,Ampasipotsy,Antanandava,Antanandava,,,,
1679,28-Mar-20,dog,Bilax,,M,84,600,Ampasipotsy,Antanandava,Antanandava,,,,
1680,28-Mar-20,dog,Brosy,,M,36,700,Ampasipotsy,Antanandava,Antanandava,,,,
1681,28-Mar-20,dog,Mainty vava,,M,72,700,Ampasipotsy,Antanandava,Antanandava,,,,
1682,28-Mar-20,dog,Petiky,,M,4,500,Ampasipotsy,Antanandava,Antanandava,,,,
1683,28-Mar-20,dog,Kamavo,,M,48,800,Ampasipotsy,Antanandava,Antanandava,,,,
1684,28-Mar-20,dog,Goaka,,M,24,400,Ampasipotsy,Antanandava,Antanandava,,,,
1685,28-Mar-20,dog,Maromaso,,M,6,400,Ampasipotsy,Antanandava,Antanandava,,,,
1686,28-Mar-20,dog,Mbitrika,,F,4,500,Ampasipotsy,Antanandava,Antanandava,,,,
1687,28-Mar-20,dog,Kamainty,,M,36,900,Ampasipotsy,Antanandava,Antanandava,,,,
1688,28-Mar-20,dog,Matselaka,,F,48,800,Ampasipotsy,Antanandava,Antanandava,,,,
1689,28-Mar-20,dog,Billy,,M,48,20,Ampasipotsy,Antanandava,Antanandava,,,,
1690,28-Mar-20,dog,Bokely,,M,24,500,Ampasipotsy,Antanandava,Antanandava,,,,
1691,28-Mar-20,dog,Brosy,,M,84,200,Ampasipotsy,Antanandava,Antanandava,,,,
1692,28-Mar-20,dog,bobby,,M,24,300,Ampasipotsy,Antanandava,Antanandava,,,,
1693,28-Mar-20,dog,Galax,,F,3,400,Ampasipotsy,Antanandava,Antanandava,,,,
1694,28-Mar-20,dog,Totosy,,M,48,700,Ampasipotsy,Antanandava,Antanandava,,,,
1695,28-Mar-20,dog,Lokisa,,M,48,100,Ampasipotsy,Antanandava,Antanandava,,,,
1696,28-Mar-20,dog,Lokiny,,M,24,100,Ampasipotsy,Antanandava,Antanandava,,,,
1697,28-Mar-20,dog,Pilou,,F,12,600,Andombotelo,Tanandava,Antanandava,,,,
1698,28-Mar-20,dog,Tom,,F,60,600,Andombotelo,Tanandava,Antanandava,,,,
1699,28-Mar-20,dog,Jerry,,F,24,600,Andombotelo,Tanandava,Antanandava,,,,
1700,28-Mar-20,cat,,Minou,M,,600,Andobotelo,Tanandava,Antanandava,,,,
1701,28-Mar-20,dog,Toto,,M,,600,Andobotelo,Tanandava,Antanandava,,,,
1702,16-Apr-20,dog,Toto,,M,5,600,Ambohimandroso,Belavabary,Belavabary,,,,
1703,16-Apr-20,dog,Fitaratra,,F,10,600,Ambohimandroso,Belavabary,Belavabary,,,,
1704,16-Apr-20,dog,Vanga,,M,36,600,Ambohimandroso,Belavabary,Belavabary,,,,
1705,16-Apr-20,cat,,Mimi,M,12,600,Ambohimandroso,Belavabary,Belavabary,,,,
1706,16-Apr-20,cat,,potsy,M,12,600,Ambohimandroso,Belavabary,Belavabary,,,,
1707,16-Apr-20,dog,Mavo,,M,8,600,Ambohimandroso,Belavabary,Belavabary,,,,
1708,16-Apr-20,cat,,mimi,M,6,600,Ambohimandroso,Belavabary,Belavabary,,,,
1709,16-Apr-20,cat,,Manja,M,6,600,Ambohimandroso,Belavabary,Belavabary,,,,
1710,16-Apr-20,cat,,Potsy,F,6,600,Ambohimandroso,Belavabary,Belavabary,,,,
1711,16-Apr-20,dog,Mino,,M,12,600,Ambohimandroso,Belavabary,Belavabary,,,,
1712,16-Apr-20,cat,,Miriane,F,6,600,Ambohimandroso,Belavabary,Belavabary,,,,
1713,16-Apr-20,cat,,Aga,F,6,600,Ambohimandroso,Belavabary,Belavabary,,,,
1714,16-Apr-20,dog,Toupi ,,M,12,600,Ambohimandroso,Belavabary,Belavabary,,,,
1715,16-Apr-20,dog,Milou,,M,36,600,Ambohimandroso,Belavabary,Belavabary,,,,
1716,16-Apr-20,dog,Micky,,M,36,600,Ambohimandroso,Belavabary,Belavabary,,,,
1717,16-Apr-20,cat,,Piso,F,36,600,Ambohimandroso,Belavabary,Belavabary,,,,
1718,16-Apr-20,cat,,Minette,F,8,600,Ambohimandroso,Belavabary,Belavabary,,,,
1719,16-Apr-20,cat,,Mimi,M,8,600,Ambohimandroso,Belavabary,Belavabary,,,,
1720,16-Apr-20,dog,Maromaso,,M,13,600,Ambohimandroso,Belavabary,Belavabary,,,,
1721,16-Apr-20,dog,Toto,,M,12,600,Ambohimandroso,Belavabary,Belavabary,,,,
1722,16-Apr-20,cat,,Mainty orona,F,7,500,Ambohimandroso,Belavabary,Belavabary,,,,
1723,16-Apr-20,cat,,Minette,F,7,600,Ambohimandroso,Belavabary,Belavabary,,,,
1724,16-Apr-20,cat,,Kolontso,F,7,600,Ambohimandroso,Belavabary,Belavabary,,,,
1725,16-Apr-20,cat,,Minah,F,7,600,Ambohimandroso,Belavabary,Belavabary,,,,
1726,16-Apr-20,dog,Pelika,,M,18,600,Ambohimandroso,Belavabary,Belavabary,,,,
1727,16-Apr-20,cat,,Mimi,M,19.2,600,Ambohimandroso,Belavabary,Belavabary,,,,
